human	rat	mouse	fly	worm	yeast	alpaca	cow	horse	pig	sheep	cat	dog	guinea_pig	rabbit	chicken	duck	turkey
Q63HR2	M0R671	Q8CGB6	0	0	0	0	E1BGX7	F7BIK2	F1SFS5	W5Q5J2	M3VUH7	F1PKR8	H0WA34	G1U7M8	0	0	0
P43378	Q641Z2	O35239	Q9W323	0	0	0	F1N6W1	F6X8H5	F1SJ71	W5NVG6	A0A2I2V516	F1PGY8	H0VKH5	G1T3P2	F1NV57	0	H9H0I6
P45983	F1LP66	Q91Y86	0	0	0	0	F1MM73	F6UBN1	K7GRS5	W5NTN9	A0A2I2V255	F6Y4G8	A0A286Y3Q4	G1TPJ7	E1C1H4	U3JA23	G1N7L8
Q7LFX5	Q8CHI9	Q91XQ5	0	0	0	0	E1BFV8	F6Y9T4	F1SEC2	W5PJI0	M3WDB1	E2RN25	A0A286XZJ5	U3KN39	E1C8W5	R0LED0	G1NGK5
P16562	O88205	P16563	0	0	0	0	F1N2L7	Q8HX97	F1RPZ6	W5PS99	M3XFM3	F1PSF3	Q60477	G1TFA5	0	U3J5G3	G1NN67
Q30KQ5	Q32ZG4	Q3V2L0	0	0	0	0	0	0	F1S7I3	W5P4Q8	0	0	0	G1U9I4	0	0	0
Q03426	M0R5W4	Q9R008	Q7K2V9	Q65XX9	P07277	0	F1MMC8	F6VBL8	F1RIS8	W5PZL6	M3WAI5	J9P1Z7	H0WBY0	G1T6H0	E1BZ79	U3IC42	G1N3M0
Q8ND83	D4A5Y9	Q68FF7	0	0	0	0	F1MVT5	F6WD91	A0A287A4A7	W5NPK0	M3VZL1	E2RNL0	H0UZ01	G1U3H3	A0A1L1RNN2	R0KER5	G1NPY5
Q8WWF1	A0A0G2JZ78	Q8R2K8	0	0	0	0	Q148C7	F6QU26	0	W5QHY8	M3WJS4	0	H0WDZ2	G1TZ61	0	0	0
O15247	Q5M883	0	0	0	0	0	A2VE46	F6UF33	A0A287A7Q5	W5P0K8	A0A2I2TZW5	J9P6I3	H0VAK2	G1ST51	Q5ZKI1	U3HZG6	G1MTF8
Q96CK0	D3ZM61	Q6YND2	0	0	0	0	E1B9B2	F7BSM9	A0A287AIY9	W5QAX0	M3W341	F1PVV6	H0VHU3	G1TF63	A0A1D5PXX1	0	0
O60524	A0A0G2K9F2	Q8CCP0	Q9VBX1	Q9BKR5	Q12532	0	F1MKA1	F6RAL1	F1SHY2	W5QHF8	M3WP71	E2RCM8	H0VK43	G1TDL5	F1N8T0	U3IE56	G1NLU1
Q9Y2U9	Q3KRE6	Q4G5Y1	0	0	0	0	Q5E9A7	F6R4C6	A0A286ZJ33	W5QHF1	M3X6U6	E2RCP3	H0VK39	G1TDK6	Q5F474	U3IH26	G1NLT7
Q96G79	Q91ZR7	Q9D321	0	0	0	0	Q05B73	F6SP21	Q8MIA3	W5QJA3	M3VWC5	E2RFS3	H0W6A9	G1U6V0	A0A1D5PDE9	U3J4N4	G1NR35
O95704	F1LPF8	Q8R1C9	0	0	0	0	F1N3C4	F6PPR9	A0A287AG28	W5Q9U2	M3VWC4	F1PLB2	H0V7N4	G1SXZ5	0	U3I4K1	H9H153
Q92542	Q8CGU6	P57716	Q9VC27	Q23316	0	0	F1MT12	F6YW17	A0A286ZSI3	W5PGA9	M3W183	F1PU73	H0VS58	G1T7J5	H9KZL2	R0L2Q7	H9H0Y2
P62304	D4A8M5	0	Q9VLV5	Q9XTU6	Q12330	0	F1ME11	0	A0A287AJX3	W5P851	0	J9NSG1	A0A286Y5Q1	0	0	0	0
Q9BWF3	D4A1W5	0	0	0	0	0	Q3MHX3	F6VSR3	F1RUT1	W5PCU7	M3WQ92	0	0	G1SME4	0	0	0
P52565	Q5XI73	Q99PT1	0	0	0	0	P19803	F6W039	E7EI20	W5Q9B2	M3XEZ6	F1PL93	A0A286Y348	0	F1P3P3	R0KA42	G1N1C7
Q9UDY2	Q3ZB99	Q9Z0U1	0	0	0	0	F1MBN2	F7AZ87	A0A287AZ07	W5PU47	M3WA99	Q95168	A0A286XCM0	G1T4K5	A0A1D5PA43	U3I3K4	0
Q16799	Q64548	Q8K0T0	0	0	0	0	Q1LZ76	0	I3LBH0	W5QIZ6	M3WA42	F1Q2B3	A0A286XX85	U3KNI3	A0A1L1RTU6	U3J5U8	G1NLH0
O60479	D4ADD0	Q64205	0	0	0	0	A2VDN3	F7DMX0	F1RSH8	W5P6B8	0	E2RRW2	H0W328	G1STW6	A0A1D5NWF7	U3IGE6	G1NCA3
Q08174	A0A0G2K6T9	Q8CFX3	0	0	0	0	F6Q0C0	F7DRI0	A0A286ZKU6	W5NT76	M3WBC6	E2QX93	H0V677	G1TCM5	F6V7J1	U3IIM1	G1MR82
Q8NG11	D4A0Z1	Q8QZY6	0	0	0	0	Q2KJ41	F7CE24	F1SEQ6	W5PKT7	A0A2I2U603	E2QZH1	H0VFM8	G1T9Z7	F1NYP2	U3IEG2	G1MQL4
O95428	D3ZD40	Q9EPX2	Q868Z9	O76840	0	0	F1MCY5	F6VT48	F1S3J7	W5NQI1	M3WFM0	E2QTA2	A0A286XCK0	G1SZT4	A0A1D5P8Q3	U3IHR1	G1NGM4
Q9NYJ8	Q5U303	Q99K90	0	0	0	0	E1B7Z0	F6S709	F1S7S1	W5NX40	M3WEU1	E2R4C7	H0VSD1	G1T2S3	E1C3S2	U3IKP7	G1NIY9
O75387	F7FL53	Q8BSM7	0	0	0	0	0	F6TYM3	A0A287BDM0	W5PJ23	M3WEY1	J9P0S9	H0V6X1	G1TXN2	0	0	0
Q7L8A9	D4AE85	Q8C1W1	0	0	0	0	E1B8J8	F6VPE7	F1S2P8	W5NVT4	A0A2I2UBX3	E2RQP9	H0VG86	G1SXE1	A0A1D5PWX6	U3IZD6	G1NJI9
Q96PE3	D3ZBL5	Q9EPW0	0	0	0	0	E1B820	F7A9E9	F1STD8	W5PVQ1	M3WJQ7	E2RNN1	A0A286XJ00	G1SJJ8	A0A1D5P5C7	U3IG28	G1NPJ9
Q14940	G3V9Y4	B2RXE2	0	0	0	0	E1B8Y0	F6VLD8	F1RFX4	W5NY13	A0A2I2UV18	E2RF13	H0VHW1	G1SYH0	0	U3IJI6	G1MT09
P62955	P62957	P62956	0	0	0	0	E1BIG3	F6QL00	F2Z4Y2	W5NRX2	M3VWV7	0	H0VSX2	G1STG7	A0A1D5P6P1	0	0
Q9Y4K1	D3ZD79	A0A0G2JG52	0	0	0	0	E1BH02	F7DRP3	K7GPE1	W5PNC9	M3W3G3	F1PFQ4	H0V119	G1T598	0	U3IM03	G1NLA8
Q9BTE1	G3V8C0	Q9QZB9	Q9VJQ6	Q9N4I1	0	0	Q58D67	F7CDN7	A0A286ZK88	0	M3WHX5	E2RNC1	A0A286XLE8	G1SV81	F1N8W9	U3IST6	G1N417
Q7L4P6	D3ZQP2	Q8C6D4	0	0	0	0	F1MFD0	F6QL74	0	W5P1Q6	M3VUZ5	0	H0VPR9	G1SR30	A0A1D5PD54	U3IKB9	G1NEG2
Q6P4A7	D3ZZX9	Q925N1	0	0	0	0	Q3T0M2	F6SDP2	F1S4N5	W5NU29	M3WDN9	F1P865	0	G1SN03	E1BR33	U3IJ80	G1NFP0
Q8IUH8	M0R9B3	A2A6C4	0	0	0	0	E1BBL4	F7A2U9	F1RRS5	W5PNK0	A0A2I2UCM6	E2R9A1	A0A286XXW8	G1U4K6	0	0	0
Q96BY7	F1MAF8	Q80XK6	0	0	0	0	E1BH30	F6WX03	D7RA36	W5Q3J6	A0A2I2V3A1	F1PFK1	H0V905	G1T877	A0A1D5P759	U3IJV7	G1NKJ9
P51553	Q5XIJ3	P70404	0	0	0	0	Q58CP0	F7A4P6	F1S297	W5P958	A0A2I2V4K1	E2R5X2	A0A286X9Y2	B7NZN8	A0A1D5PFA9	0	0
P51571	Q07984	Q62186	Q7KLX3	Q9U238	0	0	Q2TBX5	F6V3K2	K7GK90	W5P940	M3W1G5	E2QY54	H0V8V2	B7NZN9	A0A1D5PVN8	0	0
Q9NPZ5	M0R3R1	P59270	0	0	0	0	F1MFX3	F6V1J4	I3LR31	W5PNH7	M3XFM9	Q5CAZ6	A0A286XCE9	G1TD37	A0A1D5P9Q8	U3IWY3	G1NM54
Q8WWN8	A0A0G2JUX2	Q8R5G7	0	0	0	0	E1BBA0	F6U0K4	F1RM54	W5NSS0	M3XBA3	E2QXB0	H0VL98	G1SX12	E1C2Q5	U3IEF1	G1MT15
Q9NX95	F1LUC0	Q8BHS8	0	0	0	0	G3MZF5	F6QUS6	F1S1I1	W5PR07	M3XCK1	F1Q447	Q8R489	G1SME5	A0A1D5NVV7	U3I573	G1NIJ3
Q8N136	Q5BK30	D3Z7A5	A0A0B4KI55	0	0	0	G1K212	F6TGM8	F1SNL9	W5QHB4	A0A2I2U6D4	E2RGV9	A0A286XRH1	G1TDH2	E1C7J6	U3IKW8	G1N2M7
Q8NBJ9	D3ZEH5	Q8CIF6	0	0	0	0	E1BB88	F6Y6L2	A0A286ZN25	W5P136	M3WJ35	F1PHM1	A0A286XFF0	G1TTD4	0	U3J7M3	G1MW96
P08246	D4A488	Q3UP87	0	0	0	0	A6QPP7	0	I3LK80	W5PIY0	M3XDQ5	Q8MJD1	H0W9I4	0	0	0	G1MXS9
Q86YV9	Q7M733	Q8BLY7	0	0	0	0	A2VDT8	F6SBX5	0	W5Q7I9	M3WPY2	E2RL22	H0V6Z5	G1TMU4	E1C2Y8	U3IXJ1	G1MUM4
Q9Y2T2	Q6IRG9	Q9JKC8	0	0	0	0	Q24K11	F6VZC6	A0A287B006	W5PFM2	M3VVD7	E2RJN1	H0V4L0	G1SY85	Q5ZMP7	R0LUP7	G3UTD3
Q9UBM7	Q9Z2Z8	O88455	0	0	0	0	G8JKY2	F6TQP5	I3LKI5	W5NTE1	M3W1L5	E2RNQ5	A0A286XTN1	0	F1P4X7	U3I5C1	G1MU26
Q9UDT6	G3V949	Q9Z0H8	0	0	0	0	E1BGH3	F6T709	0	W5PQ21	M3W639	E2QU91	H0W0I0	G1TE60	A0A1D5PBL3	U3IRK1	G1MU87
O60478	D3ZK26	Q8BNQ3	0	0	0	0	F1MW09	F7DXA9	A0A287BB14	W5P097	M3W088	F1PZY1	H0VLW0	G1T423	Q5ZLT1	U3ILA6	G1NGZ2
Q96PV4	D4AEL1	Q5DTT8	0	0	0	0	0	F7D322	A0A286ZXS9	0	0	0	0	0	0	0	0
Q99689	P97577	Q8K0X8	0	0	0	0	Q5BIR8	F7E280	F1S777	W5PPA1	M3WVR5	E2R940	H0V082	G1TJK8	A0A1D5P8V2	U3J392	G1MPV8
Q9NR77	G3V9N2	P42925	A0A0S0WGR0	0	0	0	Q2KIY1	F6Y186	0	W5PKW2	A0A2I2V1T8	F1PZH3	H0UZL2	0	0	0	0
Q96P70	D4A857	E9QKZ2	Q9VGP4	0	P53067	0	G5E567	F6YPK5	A0A287AQR4	W5QCQ1	M3VUS3	F1PS41	H0UUN3	G1ST56	F1NRZ6	U3IMD8	G1MRU0
P35250	Q641W4	Q9WUK4	P53034	O44175	P40339	0	Q05B83	F7CYI0	A0A287BRT6	W5PQ52	M3WBX9	F6ULR2	H0VL88	G1TNA6	P53033	U3IPH5	G1MUA0
Q15738	Q5PPL3	Q9R1J0	0	0	0	0	Q3ZBE9	F6V9H5	F1S2D0	W5PE74	0	F6XJP3	H0UZK1	G1SU17	E1C279	U3J069	G1N1E3
Q6ZV29	Q5BK26	A2AJ88	0	0	0	0	G3X6Z1	F6QBQ3	A0A287A3A6	W5NS18	M3W0L4	E2QXW6	H0UU72	G1TDX8	A0A1D6UPS6	U3I6G7	G3UU33
Q9Y5G3	D3ZUH3	Q91XX8	0	0	0	0	F1MCA2	0	A0A287A9U5	0	A0A2I2U8A6	E2R8V4	0	0	0	0	0
P62253	P62255	P62254	0	P34477	0	0	A2VE20	F6UPR8	F1RGQ5	W5QCH9	M3VY71	J9NT64	A0A286XT43	G1TJY5	Q5ZLH8	U3IL59	G1MUV5
O75764	Q5BK74	P23881	0	0	0	0	F1N0P7	F6SUM6	A0A286ZMS7	W5PC85	M3WFG9	E2RIY6	0	G1T6N1	A0A1D5P4N4	0	G1MS07
O95206	D3ZE55	Q7TSK3	0	0	0	0	F1MEC8	F6X5W6	F1RJ67	0	M3WCR3	E2RM28	H0VS17	G1SUP3	A0A1D5PHZ0	U3INX1	G1NQ15
Q9UHQ7	B2RYT6	Q9DD24	0	0	0	0	G3N0M4	F6VGS7	F1RYE3	W5NQ78	M3X6C1	J9NU14	H0W2Z1	G1TQE6	0	0	0
P61758	M0R919	P61759	0	O18054	P48363	0	G5E5K1	F6VRT8	K7GKM7	W5P0G8	M3WX04	F6XQ49	H0VP81	0	0	U3J4D8	G1N508
P29466	F1LQZ4	P29452	0	0	0	0	0	F6X8D2	A0A286ZZS2	0	0	0	H0WE17	G1SER4	0	0	0
Q9P0S2	D3Z8B0	Q9CR63	Q9VF98	0	0	0	Q2NKS2	F6RHA0	F1S4A8	W5QJ77	A0A2I2UNG1	E2R7F5	A0A286XIK4	0	E1C6R2	U3J837	G1NGX0
Q13797	D3ZN51	B8JK39	0	0	0	0	F1MMH2	F6UVL3	F1RRC1	W5NQS2	M3VY81	J9NYD7	H0VRI5	G1TR44	A0A1D5PQP8	R0LYA1	G5E7H2
P48740	Q8CHN8	P98064	0	0	0	0	F1MVS9	F6RPL1	D5L7X4	W5QH21	A0A2I2UHZ6	F1PQ85	A0A286Y4Q6	G1U128	A0A1D5PXR6	U3I7H4	G1N6P6
O15357	V9GZ88	Q6P549	0	0	0	0	E1BBJ7	F6XSU1	F1SUW7	W5P3B0	M3XCJ5	F1PNY0	A0A286XKL5	G1SCR4	F1NW40	U3ILG9	G1MRJ5
Q9UBM8	D3ZEV3	Q9D306	Q9VUH5	0	0	0	E1BNB2	F6U2Q7	A0A287AS89	W5Q1F7	M3WFY8	E2R8P0	H0VQ11	G1TDF8	R4GKF3	U3I2R3	G1NF68
P40616	P61212	P61211	P25160	Q20758	0	0	Q2YDM1	F7D482	Q52NJ5	W5Q058	M3X500	E2RG67	H0VWB2	G1SH25	E1BVB0	R0JKZ1	G1NGS7
P20941	P20942	Q9QW08	0	0	0	0	F1MSE1	F6W5B8	F1S2Z8	W5PC40	P41686	O77560	H0UT17	G1SRP6	A0A1D5PA22	U3J567	G1MR26
P05156	A0A0G2K135	Q61129	0	0	0	0	F1N4M7	F7AU56	A0A287AQ20	W5P5I3	A0A2I2U350	F1Q036	H0V2M6	G1T625	F1NF64	U3ITG0	G1NEZ6
A6NDD5	D4A4K5	Q3USQ7	0	0	0	0	A4IFJ1	F6SSF3	A0A287B7E1	W5NSF3	M3W5S5	E2RT95	H0VLA2	G1TAM7	E1BZT0	R0JRE4	G1NJ64
Q6P2Q9	G3V6H2	Q99PV0	A1Z8U0	P34369	P33334	0	A7Z025	F6RNK0	F1RHH8	W5PV05	M3W5M8	E2R4X9	H0VGR9	G1SCK0	E1BZT5	U3ISA8	G1N031
P0CG21	D3ZIR9	Q3UP44	0	0	0	0	G3MYP4	0	0	0	M3WY93	J9P8M1	A0A286X837	0	R4GI63	0	0
Q99759	B5DF98	Q61084	0	0	0	0	F1MH06	F6WM89	A0A287AGW3	W5PV09	M3W0G0	F1P750	A0A286Y2V3	G1TL20	F1NYQ2	U3J0R9	G1MSD4
P05423	Q4FZS9	Q91WD1	Q8SYM9	0	0	0	F1MTH4	0	F1RMB0	W5PKZ9	M3W3X4	E2RL84	H0V1F6	G1TDM7	0	U3J3Z7	0
Q5TGL8	Q4KLK8	Q8JZU6	0	0	0	0	F1MK77	F7DFY3	F1RWZ1	W5NRP1	A0A2I2V502	J9NSZ8	A0A286XJS8	G1TT87	E1BVZ1	R0L2H9	G1MYA5
O00237	F1LNY7	Q9R1W3	0	0	0	0	E1BEJ4	F6ZCF1	F1SVD1	W5QHP7	M3WY20	J9NVH2	H0UWV8	G1SZ38	F1P1R5	R0L1E0	G1NKE4
Q6P656	B0BND2	Q6P8Y0	0	0	0	0	Q32LB8	F7ANL2	F1RID8	W5Q295	M3WJT0	E2RQ96	H0WBA0	0	F1NPI3	U3IU10	G1N7Q4
Q9H871	D3ZWU9	Q80YQ8	0	0	0	0	E1BHI2	F7DCY1	A0A287BGA6	W5QHR3	M3X6I7	E2QWA8	A0A286XH81	G1SX30	F1P1Q3	U3I3S4	G1NKE7
Q8NEL9	Q3ZAU5	Q80YA3	0	G5EEM9	0	0	F1N1C0	F7CSR1	A0A287B4D6	W5QIT9	0	E2RE68	A0A286XJ61	G1TFN4	E1C0T5	R0L4P6	G1NM20
Q96CN9	D3ZPA1	Q9D4H2	Q9VGR1	0	0	0	E1BJZ4	F7DXC2	A0A287APX2	W5NUQ8	M3W452	E2RDJ0	A0A286XZR3	B6A7Q7	A0A1D5PCW8	U3IQ67	G1MUK8
Q6ICC9	D3ZI44	Q505G4	0	0	0	0	E1B809	F7DR20	F1SJU6	0	M3WXS8	E2QT21	0	0	0	0	0
Q96FV2	Q6AYR8	Q8VCA8	0	0	0	0	F1N3R0	F7BCV1	F1RWI8	W5PDD6	M3WBA3	E2QTH4	H0V8X7	G1SX92	A0A1D5PBU7	0	G1N7K2
Q07343	P14646	B1AWC9	0	0	0	0	A2VE32	F6ZL60	F1S820	W5PLH0	M3XDR1	F1PJ12	A0A286XFK6	G1TRT7	F1NDU5	U3II09	G1NH48
P01178	P01179	P35454	0	0	0	0	P01175	F7BZB8	P01177	W5P3B8	0	F1PZS4	H0UWV4	G1SUZ6	E1C7F2	U3I8P5	G1NKK8
Q9H1K6	Q5BJV3	Q9ERE8	0	0	0	0	A6QR18	F6X3E4	A0A286ZYJ5	W5Q272	0	E2RQ95	H0W4I8	G1TBB9	E1BSC8	U3IU01	G1NS67
Q5TKA1	M0R885	A0A0A6YVZ7	0	P30630	0	0	F1MIQ3	F7DJP5	0	W5NPY1	M3WDF7	F1Q2L0	A0A286XM72	G1SYE8	Q5ZMF8	U3J1Y3	G3UUN7
P43353	Q5XI42	Q80VQ0	0	0	0	0	Q1JPA0	F6TZ61	I6L6E1	W5PY08	0	E2QZ39	H0W5A4	0	A0A1D5P9V6	U3IZG9	G1MY25
Q9NXF1	D4A401	Q3URQ0	Q9W3K4	0	0	0	F1MND3	F7ASM0	A0A287AR35	W5PMI0	A0A2I2UWT5	E2R0D5	H0VCJ3	G1SLD7	Q5ZM41	U3J3B5	G1N6N5
Q9BQ16	D3ZUT1	Q8BKV0	0	0	0	0	0	0	F1RIW2	0	M3WZA2	J9JHF0	H0VK42	G1SKA7	F1P397	U3J0E4	G1MTZ5
Q00537	G3V6J5	Q8K0D0	0	0	0	0	F1MN42	F6Z1J1	I3LDK7	W5PSB7	A0A2I2UNU3	E2QV02	H0V4L2	G1T5Q1	F1P1K1	R0LK35	G1NG56
P43007	Q76GL9	O35874	0	0	0	0	A2VDL4	F7ATM2	I3LAL2	W5QFI4	A0A2I2UTT9	F1Q0H9	H0VD21	G1T017	E1BRV6	U3IQ16	G1MZM2
Q15054	F6T1W7	Q9EQ28	0	0	0	0	G1K1U4	F6SLX9	F1SUQ0	W5PKJ6	M3W935	E2RHW0	H0V994	G1SHR4	Q5ZK28	U3IC35	G1NQX2
Q7Z7D3	Q501W4	Q7TSP5	0	0	0	0	E1B8H7	F6T7Y1	F1SAY4	W5QGE6	M3WBW6	F1P8R9	A0A286Y436	G1TQE8	E1C821	0	G1NN72
Q5VWI1	D4AE82	Q3B807	0	0	0	0	0	F6PIJ9	A0A287A419	0	A0A2I2UMF7	E2R132	H0UWU7	G1U9J8	F1NNN3	U3IY47	G1NH00
Q9BYV9	D3ZW33	P97303	0	0	0	0	E1BIQ6	F6SW18	F1RY18	W5PS15	A0A2I2U0W3	J9P6E7	H0VE79	G1SLC6	E1BZR5	U3I3V7	G1NLK3
Q53H76	P97535	Q8VI78	0	0	0	0	Q5E9H0	F6VTS1	A0A287BC40	W5QET9	M3W587	E2QXH0	H0V8J4	G1SXD0	F1NM35	0	G1NNA9
Q86TI0	D4AC16	Q60949	0	0	0	0	O97790	F7B8C2	I3LNR0	W5PJT4	M3WAQ9	J9NWI4	A0A286XJG5	G1T3B7	A0A1D5PMY9	U3IIZ8	G1NID6
Q9Y2P8	G3V7Z1	Q9JJT0	P56175	Q23400	Q08096	0	Q2KHX8	F6V831	F1SK46	W5PVF0	M3WKX1	E2RAG1	H0VT59	G1SUL4	E1C1K6	U3IEH2	G1MTN4
Q9BXY4	A7LKE6	Q2TJ95	0	0	0	0	G5E599	F7BT09	F1S2X1	W5PCX9	M3WAW8	F1PII0	A0A286Y1F2	G1SK70	A0A1D5P857	U3I1F5	G1NKN6
O94813	F1MA79	Q9R1B9	0	0	0	0	F1MLJ7	F6ZCQ3	A0A287B5N1	W5P3Y8	0	F1P8A1	A0A286XD06	G1TMD3	A0A1D5NXU8	0	G1NIV1
Q5W0B7	D4A3Y5	A2ARJ3	0	0	0	0	E1BE80	F7DXJ5	F1RWA5	W5PQ93	M3W9G1	J9PAC2	H0UU86	G1SJA8	0	0	0
Q92954	F1LRA5	Q9JM99	0	0	0	0	F1MDS0	F6VTD3	I3L5Z3	W5P880	M3XG70	F1PXD6	H0WAV1	G1TFQ7	0	U3IYV7	G1MQN4
Q9UKR3	D3ZJ70	Q8CGR6	0	0	0	0	F1MGR5	F7BGY5	A0A287B573	W5PYI4	A0A2I2UXK5	E2QXH5	H0VJF0	G1TW58	0	0	0
Q15435	R9PXV7	Q3UM45	Q9VEK8	0	0	0	Q3T0W4	F7AYA6	A0A287A2B2	W5Q9D0	M3WDA6	0	H0V7F8	G1TS93	A0A1L1RLA6	U3IZZ4	G1MX57
Q9UK00	D4A9R5	Q8BGK9	0	0	0	0	A6QLJ9	F6WDI6	A0A287B2Q2	W5PGF9	A0A2I2UD97	E2RK39	A0A286XYR7	G1SNM9	E1BTP0	U3IHP2	G1MSQ7
Q86UA1	D4A5S9	E9QJV4	Q7KRW8	Q22961	P39682	0	A8E4M9	F6TMB5	A0A287BLP2	W5PHK9	M3WW40	F1PV57	A0A286XVJ1	G1ST93	0	U3ITG1	G1NM31
Q76EJ3	D4A1T9	Q762D5	0	0	0	0	E1BM02	F6PR64	A0A287A785	W5PF96	A0A2I2UIN1	F1PQY1	A0A286XQB4	G1SVC9	0	U3IF28	0
P27824	P35565	P35564	0	0	0	0	A7Z066	F6SPH9	A0A287AXF5	W5NYZ5	M3XBV5	J9PAB2	H0V0G1	G1U6H0	A0A1D5PF08	U3IQ27	G1N5Z3
Q14703	Q9WTZ3	Q9WTZ2	Q9VP10	0	0	0	Q08E55	F7DG36	A0A286ZZH4	W5PKC8	M3WFB1	F1PER6	H0V6Z3	G1T4G6	E1C6Y2	U3IC63	G1MQ93
Q08AD1	D4AEC2	Q8C1B1	0	0	0	0	G5E5A1	F6QVN0	I3LLX3	W5Q4V8	M3W2H5	J9P685	H0UX37	G1STQ3	E1BY04	U3J0P8	G1N2V0
Q8WUJ3	D3ZWI0	Q8BI06	0	0	0	0	E1BKX1	F7BND2	A0A287AH54	W5Q1S8	M3WHX1	E2RQ48	H0V2S4	G1TMU3	F1P1G6	U3ITZ4	G1N7U1
O96017	Q9R019	Q9Z265	O61267	0	P22216	0	Q58DJ9	F7B9A4	A0A286ZND4	W5NWR8	M3WKK7	E2QU88	H0V769	G1TF11	A0A1D5PAM1	U3IQ29	G1N5B4
Q5TAX3	A0A0G2JZ04	B2RX14	0	0	0	0	F1MCY7	F6WLQ6	F1S6H9	W5P653	A0A2I2U0D6	J9P9X1	H0V4M5	G1SHG9	E1C6A7	U3IFI4	G1NFB3
Q9GZT3	D4A4W6	Q9D8T7	0	0	0	0	0	F7C6N9	0	0	0	E2RSQ3	H0UWC6	G1SXR7	A0A1D5P6Y8	U3HZ68	0
Q68CJ6	F1M575	D3YWJ0	0	0	0	0	E1BLS9	F7BAD0	A0A287BCP4	W5PZT9	M3VZC3	E2R3T7	H0W6V8	G1SCG4	A0A1L1RPC1	U3I479	G1NMU7
Q9BTP7	D3ZE71	Q8BHL6	0	0	0	0	Q2KHY5	F6TFX7	I3LHE7	W5P2H5	M3XB85	J9NU45	H0VKD9	U3KN32	A0A1D5P406	U3IH69	G1N236
Q9UPN6	F1LPT8	Q6DID3	0	0	0	0	F1MYK6	F7ADE1	A0A287AAW2	W5P1Z7	M3XAD4	F1PC86	0	G1TQ32	F1NW30	U3IDS8	G1NJF5
Q9Y6N1	M0RE03	Q6P8I6	Q9VMQ6	Q95QD5	P19516	0	F1MY49	F6T7M3	F1RSF6	W5P4B0	A0A2I2UXD4	E2RAW8	H0VCG5	G1SV82	R4GL85	U3I8S7	0
P35908	A0A0G2JWX4	Q3TTY5	0	0	0	0	G3MZ71	0	A0A287BHY5	0	0	F1PTX4	A0A286XI76	G1SUH8	0	0	0
Q13526	B0BNL2	0	0	Q9N492	P22696	0	Q5BIN5	F7BLZ7	0	W5PVE5	M3WBB6	F1P6C1	A0A286XJY9	0	A0A1D5PZU7	U3J3V0	0
Q02083	Q5KTC7	Q9D7V9	0	Q9GUI1	0	0	F1MN16	F7ABU3	F1RYU7	W5Q3E4	M3X1V1	0	H0VCJ6	G1T7U7	F1NCS3	U3J9W7	G1NBY7
Q6NUN7	F1LZA7	E9Q793	0	0	0	0	E1BCK3	F7DQ84	F1S9Q5	W5QBT8	M3VW15	J9NZD1	H0UXW6	G1T9M2	0	U3ITG8	G1MSX2
Q9BTE7	Q5PPL2	Q9CXV9	0	0	0	0	Q1RMX9	F7AWB3	A0A287AWK9	W5P380	A0A2I2V2D8	E2RCF1	A0A286Y4G7	G1SR56	E1C9E9	U3IL32	G1NQJ2
O60664	M0RA08	Q9DBG5	0	0	0	0	Q3SX32	F6XA25	K4P7U5	W5PFP5	M3WCR9	E2R125	A0A286Y4W1	0	A0A1D5P6V5	U3IJJ2	G1MV65
Q9H7L2	P83556	0	0	0	0	0	0	0	0	0	0	0	H0VA20	G1SL19	0	0	0
P19087	D4AA42	P50149	0	0	0	0	P04696	F7BVZ1	F1S603	W5QD94	A0A2I2UMD7	E2R4I7	0	G1SP71	A0A1D5PZ45	U3I9D4	0
Q4AC94	D3ZS69	Q52KB6	Q9VPD7	0	0	0	F1MPW9	F6RCW9	F1SUR6	W5PGW7	M3WUX6	Q9N2I9	H0VHH1	G1SKX1	E1C5B0	U3IHV4	G3URZ8
Q86Y25	G3V609	Q571J5	0	0	0	0	E1BB30	F6VPP8	A0A287AMY9	W5P1M0	A0A2I2UAT9	J9P9E8	A0A286XUS3	0	0	0	0
Q6JVE5	A0A0G2JYI8	Q6JVL5	0	0	0	0	G3MZN3	H9H015	A0A287AN57	W5NSF8	0	F6XGF2	H0W4F3	G1TRW8	0	0	0
Q4KMZ1	M0RCW8	A2ADZ8	0	0	0	0	F1N4P6	F6VCY5	F1SV92	W5NQF7	M3WH15	E2QZC6	A0A286XR89	0	A0A1D5PI73	U3J139	0
P43005	P51907	P51906	0	0	0	0	F1MJN4	F6ZTP9	F1SK41	W5PV81	M3WU75	F1PUW7	H0VMK0	0	E1C1P8	U3J5V9	G1N120
Q9C0H6	D3ZHI3	B1AZR0	0	0	0	0	G3X6H8	F6SJZ3	F1S1P2	W5Q706	0	F1Q115	A0A286Y5W6	G1SG76	F1NIN1	U3IDG3	G1MZ64
Q9BT40	A0A0G2K5K7	Q8C5L6	0	0	0	0	A6QNM5	F6XNQ0	I3LMK3	W5PTB3	M3W5M3	F1Q143	H0V8T7	U3KNP8	A0A1D5NWJ0	U3IM48	G1N0J3
P61158	Q4V7C7	Q99JY9	0	0	0	0	F1N049	F6W354	F2Z5D2	W5PQ98	M3WJ03	J9PAK3	A0A286Y5B0	G1SLQ4	Q90WD0	U3IZI5	G1NIH4
